Kind,Name,Essential,Cyclomatic,CyclomaticModified,CyclomaticStrict
Method,"com.nostra13.universalimageloader.core.DisplayImageOptions.isShowStubImage",1,1,1,1
Constructor,"com.nostra13.universalimageloader.core.ImageDecoder.ImageDecoder",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.ImageDecoder.computeImageScale",1,8,8,12
Public Method,"com.nostra13.universalimageloader.core.ImageDecoder.decode",1,3,3,4
Public Method,"com.nostra13.universalimageloader.core.ImageDecoder.decode",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.ImageDecoder.getBitmapOptionsForImageDecoding",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.ImageDecoder.scaleImageExactly",1,5,5,13
Method,"com.nostra13.universalimageloader.core.ImageDecoder.setLoggingEnabled",1,1,1,1
Protected Constructor,"com.nostra13.universalimageloader.core.ImageLoader.ImageLoader",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.cancelDisplayTask",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.clearDiscCache",1,2,2,2
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.clearMemoryCache",1,2,2,2
Private Method,"com.nostra13.universalimageloader.core.ImageLoader.createExecutor",1,2,2,2
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.displayImage",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.displayImage",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.displayImage",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.displayImage",3,12,12,14
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.getDiscCache",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.ImageLoader.getFieldValue",1,3,3,4
Private Method,"com.nostra13.universalimageloader.core.ImageLoader.getImageSizeScaleTo",1,7,7,7
Public Static Method,"com.nostra13.universalimageloader.core.ImageLoader.getInstance",1,3,3,3
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.getLoadingUriForView",1,1,1,1
Private Method,"com.nostra13.universalimageloader.core.ImageLoader.getLockForUri",1,2,2,2
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.getMemoryCache",1,1,1,1
Method,"com.nostra13.universalimageloader.core.ImageLoader.getPause",1,1,1,1
Public Method,"com.nostra13.universalimageloader.core.ImageLoader.init",1,3,3,3
