Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\Statement.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\TestClass.java",26,2,5,,,,12,,,,3
File,"C:\f1\JUnit\src\main\java\org\junit\runners\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\junit\samples\AllTests.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\samples\ListTest.java",10,1,2,,,,8,,,,1
File,"C:\f1\JUnit\src\test\java\junit\samples\SimpleTest.java",6,1,1,,,,6,,,,1
File,"C:\f1\JUnit\src\test\java\junit\samples\money\IMoney.java",8,1,1,,,,8,,,,1
File,"C:\f1\JUnit\src\test\java\junit\samples\money\Money.java",19,1,4,,,,14,,,,4
File,"C:\f1\JUnit\src\test\java\junit\samples\money\MoneyBag.java",36,2,7,,,,17,,,,7
File,"C:\f1\JUnit\src\test\java\junit\samples\money\MoneyTest.java",24,1,1,,,,24,,,,1
File,"C:\f1\JUnit\src\test\java\junit\samples\money\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\junit\samples\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\junit\tests\AllTests.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\WasRun.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\ActiveTestTest.java",7,1,2,,,,6,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\AllTests.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\ExtensionTest.java",11,1,1,,,,11,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\RepeatedTestTest.java",7,1,2,,,,6,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\AllTests.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\AssertTest.java",30,2,2,,,,16,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\ComparisonCompactorTest.java",19,1,1,,,,19,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\ComparisonFailureTest.java",9,2,3,,,,4,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\DoublePrecisionAssertTest.java",11,2,2,,,,7,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\Failure.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\FloatAssertTest.java",13,2,2,,,,8,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\InheritedTestCase.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NoArgTestCaseTest.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NoTestCaseClass.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NoTestCases.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NotPublicTestCase.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NotVoidTestCase.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\OneTestCase.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\OverrideTestCase.java",1,1,1,,,,1,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\Success.java",2,1,1,,,,2,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\SuiteTest.java",14,1,1,,,,14,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\TestCaseTest.java",33,1,2,,,,32,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\TestImplementorTest.java",7,1,1,,,,7,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\TestListenerTest.java",11,1,1,,,,11,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\ThreeTestCases.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\junit\tests\package-info.java",0,0,0,,,,0,,,,0
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\AllTests.java",3,1,1,,,,3,,,,1
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\BaseTestRunnerTest.java",8,1,1,,,,8,,,,1
