Kind,Name,Essential,Cyclomatic,CyclomaticModified,CyclomaticStrict
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.open",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.open",4,5,5,6
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.openInNewWindow",1,3,3,3
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.performInitialization",1,2,2,2
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.processAddDelegateComponent",1,6,6,6
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.referencedComponentsMutated",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.releaseChildrenList",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.removeComponent",3,3,3,3
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.removeDelegateComponent",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.removeDelegateComponents",1,3,3,3
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.resetComponentProperties",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.resetOriginalOwner",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.save",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.save.(Anon_2).run",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.setAndUpdateDisplayName",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.setAndUpdateOwner",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.setDisplayName",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.setExternalKey",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.setId",1,2,2,4
Public Method,"gov.nasa.arc.mct.components.AbstractComponent.setOwner",1,2,2,2
Private Method,"gov.nasa.arc.mct.components.AbstractComponent.setViewProperty",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.components.AbstractComponentTest.BaseComponentSub1.BaseComponentSub1",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.components.AbstractComponentTest.BaseComponentSub2.BaseComponentSub2",1,1,1,1
Constructor,"gov.nasa.arc.mct.components.AbstractComponentTest.BaseComponentSub3.BaseComponentSub3",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.components.AbstractComponentTest.TestingView3.TestingView3",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.addDelegateComponentsTest",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.AbstractComponentTest.checkConstructor",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.setup",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.setup.(Anon_1).execute",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.testCheckBaseComponentRequirements",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.testClone",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.testGetViewInfos",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.testGetViewInfos.(Anon_2).answer",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.testInitialize",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.AbstractComponentTest.viewInfoData",1,1,1,1
Private Constructor,"gov.nasa.arc.mct.components.DetectGraphicsDevices.DetectGraphicsDevices",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.getGraphicDeviceNames",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.getGraphicsDevice",1,1,1,1
Public Static Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.getInstance",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.getNumberGraphicsDevices",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.getSingleGraphicDevice",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.getSingleGraphicDeviceConfig",3,4,4,4
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.isGraphicsEnvHeadless",1,2,2,2
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.isGraphicsEnvHeadlessInstance",1,2,2,2
Public Static Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.isMac",1,1,1,1
Public Static Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.isUnixLinux",1,1,1,2
Public Static Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.isWindows",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.DetectGraphicsDevices.setGraphicsDevice",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.addProperty",1,2,2,3
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.clone",1,4,4,4
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.getAllProperties",1,1,1,1
Public Generic Method,"gov.nasa.arc.mct.components.ExtendedProperties.getMostRecentProperty",1,2,2,2
Public Generic Method,"gov.nasa.arc.mct.components.ExtendedProperties.getProperty",1,2,2,3
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.getProperty",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.hasProperty",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.setProperties",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.setProperty",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.ExtendedProperties.setProperty",1,1,1,2
Public Constructor,"gov.nasa.arc.mct.components.ExtendedPropertiesHashMapType.ExtendedPropertiesHashMapType",1,1,1,1
Constructor,"gov.nasa.arc.mct.components.ExtendedPropertiesHashMapType.ExtendedPropertiesHashMapType",1,3,3,3
Method,"gov.nasa.arc.mct.components.ExtendedPropertiesHashMapType.unMarshal",1,3,3,3
Public Method,"gov.nasa.arc.mct.components.ExtendedPropertiesXmlAdapter.marshal",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.ExtendedPropertiesXmlAdapter.unmarshal",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.FeedType.(Anon_1).convert",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.FeedType.(Anon_2).convert",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.FeedType.(Anon_3).convert",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.FeedType.convert",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.FeedType.valueOf",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.FeedType.values",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.RenderingInfo",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.getStatusColor",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.getStatusText",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.getValueColor",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.getValueText",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.isPlottable",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.isValid",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.setPlottable",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.setValueText",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.toString",1,1,1,1
Public Static Method,"gov.nasa.arc.mct.components.FeedProvider.RenderingInfo.valueOf",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getCanonicalName",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getFeedType",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getLegendText",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getMaximumSampleRate",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getRenderingInfo",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getSubscriptionId",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getTimeService",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.getValidDataExtent",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.isNonCODDataBuffer",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.FeedProvider.isPrediction",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.getFromCache",1,2,2,2
Protected Abstract Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.getJAXBClass",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.getModelState",3,3,3,3
Protected Abstract Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.getStateToPersist",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.marshal",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.setModelState",1,4,4,4
Protected Abstract Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.setPersistentState",1,1,1,1
Private Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistence.unmarshal",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistenceTest.JAXBExample.getValue",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistenceTest.JAXBExample.setValue",1,1,1,1
Protected Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistenceTest.ModelStatePersister.getJAXBClass",1,1,1,1
Protected Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistenceTest.ModelStatePersister.getStateToPersist",1,1,1,1
Protected Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistenceTest.ModelStatePersister.setPersistentState",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.JAXBModelStatePersistenceTest.testRoundTripSerialization",1,1,1,1
Abstract Method,"gov.nasa.arc.mct.components.ModelStatePersistence.getModelState",1,1,1,1
Abstract Method,"gov.nasa.arc.mct.components.ModelStatePersistence.setModelState",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.Placeholder.getPlaceholderValue",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.components.PropertyDescriptor.PropertyDescriptor",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.VisualControlDescriptor.valueOf",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.VisualControlDescriptor.values",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.getPropertyEditor",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.getShortDescription",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.getVisualControlDescriptor",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.isFieldMutable",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.PropertyDescriptor.setFieldMutable",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.PropertyEditor.getAsText",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.PropertyEditor.getTags",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.PropertyEditor.getValue",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.PropertyEditor.setAsText",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.PropertyEditor.setValue",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TestDetectGraphicsDevices.setup",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TestDetectGraphicsDevices.testGetGraphicDeviceNames",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TestDetectGraphicsDevices.testGetGraphicsDevice",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TestDetectGraphicsDevices.testGetNumberGraphicsDevices",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TestDetectGraphicsDevices.testGetSingleGraphicDeviceConfig",1,2,2,3
Public Method,"gov.nasa.arc.mct.components.TestDetectGraphicsDevices.testIsGraphicsEnvHeadless",1,2,2,2
Public Constructor,"gov.nasa.arc.mct.components.TextInitializer.TextInitializer",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TextInitializer.getAsText",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TextInitializer.getTags",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TextInitializer.getValue",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TextInitializer.setAsText",1,1,1,1
Public Method,"gov.nasa.arc.mct.components.TextInitializer.setValue",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.TimeConversion.convertFromUNIXTime",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.TimeConversion.convertToUNIXTime",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.components.TimeConversion.isTimer",1,1,1,1
Private Constructor,"gov.nasa.arc.mct.components.util.ComponentModelUtil.ComponentModelUtil",1,1,1,1
Public Static Generic Method,"gov.nasa.arc.mct.components.util.ComponentModelUtil.computeAsymmetricSetDifferences",4,4,4,5
Public Static Generic Method,"gov.nasa.arc.mct.components.util.ComponentModelUtil.computeAsymmetricSetDifferences",1,2,2,2
Public Method,"gov.nasa.arc.mct.connection.ConnectionStatus.Status.valueOf",1,1,1,1
Public Method,"gov.nasa.arc.mct.connection.ConnectionStatus.Status.values",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.connection.ConnectionStatus.addObserver",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.connection.ConnectionStatus.connect",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.connection.ConnectionStatus.deleteObserver",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.connection.ConnectionStatus.getConnectionStatus",1,1,1,1
Public Abstract Method,"gov.nasa.arc.mct.connection.ConnectionStatus.stop",1,1,1,1
Private Constructor,"gov.nasa.arc.mct.context.GlobalContext.GlobalContext",1,1,1,1
Public Static Method,"gov.nasa.arc.mct.context.GlobalContext.getGlobalContext",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContext.getIdManager",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContext.getUser",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContext.setIdManager",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContext.switchUser",1,3,3,3
Public Method,"gov.nasa.arc.mct.context.GlobalContext.switchUser.(Anon_1).run",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContextTest.setup",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContextTest.switchUserTest",1,3,3,3
Public Method,"gov.nasa.arc.mct.context.GlobalContextTest.switchUserTest.(Anon_1).run",1,3,3,3
Public Method,"gov.nasa.arc.mct.context.GlobalContextTest.switchUserTest.(Anon_2).run",1,1,1,1
Public Method,"gov.nasa.arc.mct.context.GlobalContextTest.testGettersSetters",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.components.BrokenComponent.isLeaf",1,1,1,1
Protected Method,"gov.nasa.arc.mct.core.components.BrokenComponentTest.postSetup",1,1,1,1
Protected Method,"gov.nasa.arc.mct.core.components.BrokenComponentTest.tearDown",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.components.BrokenComponentTest.verifyBrokenComponent",1,3,3,3
Public Constructor,"gov.nasa.arc.mct.core.components.BrokenInfoPanel.BrokenInfoPanel",1,1,1,1
Private Method,"gov.nasa.arc.mct.core.components.BrokenInfoPanel.createHeaderRow",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.components.MineTaxonomyComponent.MineTaxonomyComponent",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.components.TelemetryDataTaxonomyComponent.TelemetryDataTaxonomyComponent",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.components.TelemetryDataTaxonomyComponent.TelemetryDataTaxonomyComponent",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.components.TelemetryDisciplineComponent.TelemetryDisciplineComponent",1,1,1,1
Protected Generic Method,"gov.nasa.arc.mct.core.components.TelemetryDisciplineComponent.handleGetCapability",1,2,2,2
Public Constructor,"gov.nasa.arc.mct.core.components.TelemetryUserDropBoxComponent.TelemetryUserDropBoxComponent",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.components.TelemetryUserDropBoxComponent.dropDelegateComponents",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.AllCannotBeInspectedPolicy.execute",1,3,3,4
Public Constructor,"gov.nasa.arc.mct.core.policy.CanDeleteComponentPolicy.CanDeleteComponentPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.CanDeleteComponentPolicy.execute",1,3,3,3
Public Method,"gov.nasa.arc.mct.core.policy.CanDeleteComponentPolicyTest.setUp",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.CanDeleteComponentPolicyTest.shutDown",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.CanDeleteComponentPolicyTest.testCanDeleteComponentPolicy",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.policy.CanRemoveComponentPolicy.CanRemoveComponentPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.CanRemoveComponentPolicy.execute",3,3,3,4
Public Method,"gov.nasa.arc.mct.core.policy.CannotDragMySandbox.execute",3,3,3,3
Public Method,"gov.nasa.arc.mct.core.policy.CannotDragMySandboxTest.init",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.CannotDragMySandboxTest.testDraggingPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.CantDuplicateDropBoxesPolicy.execute",1,2,2,2
Private Method,"gov.nasa.arc.mct.core.policy.ChangeOwnershipPolicy.canChangeOwnership",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.ChangeOwnershipPolicy.execute",1,2,2,2
Public Method,"gov.nasa.arc.mct.core.policy.CheckBuiltinComponentPolicy.execute",1,2,2,2
Public Method,"gov.nasa.arc.mct.core.policy.CheckComponentOwnerIsUserPolicy.execute",3,3,3,4
Public Method,"gov.nasa.arc.mct.core.policy.DefaultViewForTaxonomyNode.execute",1,3,3,3
Public Method,"gov.nasa.arc.mct.core.policy.DisciplineUsersViewControlPolicy.execute",4,4,4,4
Private Method,"gov.nasa.arc.mct.core.policy.DropboxFilterViewPolicy.checkArguments",3,3,3,4
Public Method,"gov.nasa.arc.mct.core.policy.DropboxFilterViewPolicy.execute",6,6,6,7
Private Method,"gov.nasa.arc.mct.core.policy.DropboxFilterViewPolicy.hasPermission",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.LeafCannotAddChildDetectionPolicy.execute",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.ObjectPermissionPolicy.execute",1,4,3,4
Public Method,"gov.nasa.arc.mct.core.policy.ObjectPermissionPolicy.isAccessible",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.ObjectPermissionPolicy.isComposable",1,1,1,2
Public Method,"gov.nasa.arc.mct.core.policy.PreferredViewPolicy.execute",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.PreferredViewPolicyTest.testPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.ReservedWordsNamingPolicy.execute",1,4,4,4
Public Method,"gov.nasa.arc.mct.core.policy.ReservedWordsNamingPolicyTest.setUp",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.ReservedWordsNamingPolicyTest.shutDown",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.ReservedWordsNamingPolicyTest.testReservedWordsNamingPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.SameComponentsCannotBeLinkedPolicy.execute",5,5,5,5
Private Method,"gov.nasa.arc.mct.core.policy.SameComponentsCannotBeLinkedPolicy.isSameComponent",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.FeedViewDerived.FeedViewDerived",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.FeedViewDerived.getVisibleFeedProviders",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.FeedViewDerived.synchronizeTime",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.FeedViewDerived.updateFromFeed",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.NormalView.NormalView",1,1,1,1
Method,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.generateData",1,3,3,5
Public Method,"gov.nasa.arc.mct.core.policy.TestDefaultViewForTaxonomy.testPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.policy.TestSameComponentCannotBeLinked.test",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProvider.getBrokenComponent",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProvider.getComponentTypes",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProvider.getPolicyInfos",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProvider.getProviderDelegate",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProvider.getViews",4,4,4,4
Private Method,"gov.nasa.arc.mct.core.provider.CoreComponentProviderDelegate.createComponent",1,3,3,3
Private Method,"gov.nasa.arc.mct.core.provider.CoreComponentProviderDelegate.createMySandbox",1,1,1,1
Private Method,"gov.nasa.arc.mct.core.provider.CoreComponentProviderDelegate.createUserDropbox",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProviderDelegate.userAdded",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProviderDelegate.userAddedFailed",1,4,4,4
Public Method,"gov.nasa.arc.mct.core.provider.CoreComponentProviderDelegate.userAddedSuccessful",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.CanvasViewDropActionEvent.CanvasViewDropActionEvent",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.CanvasViewDropActionEvent.CanvasViewDropActionEvent",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.DropboxCanvasView.CanvasViewRoleDropTarget.actionPerformed",1,6,6,6
Public Method,"gov.nasa.arc.mct.core.roles.DropboxCanvasView.CanvasViewRoleDropTarget.actionPerformed.(Anon_1).run",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.DropboxCanvasView.CanvasViewRoleDropTarget.drop",4,5,5,5
Private Method,"gov.nasa.arc.mct.core.roles.DropboxCanvasView.CanvasViewRoleDropTarget.getComponents",1,2,2,2
Public Constructor,"gov.nasa.arc.mct.core.roles.DropboxCanvasView.DropboxCanvasView",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView",1,1,1,1
Private Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_1).clear",1,2,2,2
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_1).focusGained",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_1).focusLost",1,1,1,1
Private Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_2).isEnter",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_2).keyPressed",1,1,1,1
Private Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_2).submitWhenDone",4,4,4,4
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.AddUserView.(Anon_2).submitWhenDone.(Anon_3).run",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.RoundedBorder.RoundedBorder",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.RoundedBorder.getBorderInsets",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.RoundedBorder.isBorderOpaque",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.AddUserView.RoundedBorder.paintBorder",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.UsersManifestation.UsersManifestation",1,1,1,1
Protected Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.initializeControlManifestation",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersManifestation.updateMonitoredGUI",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersPage.GenericUser.getDisciplineId",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersPage.GenericUser.getUserId",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersPage.GenericUser.getValidUser",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersPage.GenericUser.setDisciplineId",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.UsersPage.GenericUser.setUserId",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.UsersPage.UsersPage",1,1,1,1
Private Method,"gov.nasa.arc.mct.core.roles.UsersPage.clearRows",1,3,3,3
Public Method,"gov.nasa.arc.mct.core.roles.UsersPage.refresh",1,2,2,2
Public Constructor,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.ViewRoleContentDropActionEvent",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.ViewRoleContentDropActionEvent",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.getContainer",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.getHousingWindow",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.getLocation",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.getSources",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.getTarget",1,1,1,1
Public Method,"gov.nasa.arc.mct.core.roles.ViewRoleContentDropActionEvent.getTargetManifestation",1,1,1,1
Private Constructor,"gov.nasa.arc.mct.core.util.ComponentSecurityProperties.ComponentSecurityProperties",1,1,1,1
Public Static Method,"gov.nasa.arc.mct.core.util.ComponentSecurityProperties.parseNameValuefromPolicy",3,3,3,3
Public Static Method,"gov.nasa.arc.mct.core.util.ComponentSecurityProperties.parsePermissionfromPolicy",1,1,1,1
Public Method,"gov.nasa.arc.mct.coreTaxonomyProvider.Activator.start",1,1,1,1
Public Method,"gov.nasa.arc.mct.coreTaxonomyProvider.Activator.stop",1,1,1,1
Public Static Method,"gov.nasa.arc.mct.dbpersistence.access.InternalDBPersistenceAccess.getService",1,1,1,1
Public Method,"gov.nasa.arc.mct.dbpersistence.access.InternalDBPersistenceAccess.releasePersistenceService",1,1,1,1
Public Method,"gov.nasa.arc.mct.dbpersistence.access.InternalDBPersistenceAccess.setPersistenceService",1,1,1,1
Public Constructor,"gov.nasa.arc.mct.dbpersistence.dao.ComponentSpec.ComponentSpec",1,1,1,1
Public Method,"gov.nasa.arc.mct.dbpersistence.dao.ComponentSpec.equals",3,3,3,6
