Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\map\ClientMapTryLockConcurrentTests.java",21,2,3,,,,13,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\map\ClientSortLimitTest.java",24,2,4,,,,15,,,,4
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\map\GenericEvent.java",2,1,1,,,,2,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\map\MapMemoryUsageStressTest.java",10,2,5,,,,5,,,,4
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\map\SimpleClientMapInterceptorTest.java",4,1,2,,,,3,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\mapreduce\AbstractClientMapReduceJobTest.java",2,1,1,,,,2,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\mapreduce\ClientMapReduceTest.java",68,2,4,,,,35,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\mapreduce\DistributedMapperClientMapReduceTest.java",31,2,4,,,,18,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\multimap\ClientMultiMapListenerStressTest.java",16,1,4,,,,11,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\multimap\ClientMultiMapListenersTest.java",53,2,3,,,,31,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\multimap\ClientMultiMapLockTest.java",41,1,3,,,,35,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\multimap\ClientMultiMapTest.java",45,1,3,,,,33,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\oome\OomeOnClientAuthenticationMain.java",4,2,3,,,,2,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\oome\OomeOnClientShutdownMain.java",2,2,2,,,,1,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\partitionservice\PartitionServiceProxyTest.java",10,1,1,,,,10,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\proxy\ProxyEqualityTest.java",6,1,1,,,,6,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\queue\ClientQueueDisruptionTest.java",6,3,5,,,,2,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\queue\ClientQueuePerformanceTest.java",16,3,5,,,,6,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\queue\ClientQueueTest.java",74,2,5,,,,47,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\replicatedmap\ClientReplicatedMapTest.java",134,2,7,,,,72,,,,3
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\semaphore\ClientSemaphoreTest.java",28,1,3,,,,25,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\semaphore\ClientSemaphoreThreadedTest.java",20,2,4,,,,13,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\standalone\ClientMapStandaloneTest.java",7,1,1,,,,7,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\standalone\model\MyElement.java",11,2,5,,,,6,,,,4
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\standalone\model\MyKey.java",0,0,0,,,,0,,,,0
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\stress\AtomicLongStableReadStressTest.java",12,2,3,,,,7,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\stress\AtomicLongUpdateStressTest.java",18,2,6,,,,8,,,,1
File,"C:\f1\hazelcast-3.3-EA\hazelcast-client\src\test\java\com\hazelcast\client\stress\MapStableReadStressTest.java",12,2,3,,,,7,,,,1
