Kind,Name,CountLineCode,CountLineComment,CountLineBlank
File,"C:\f1\JUnit\src\main\java\org\junit\runner\notification\StoppedByUserException.java",4,6,1
File,"C:\f1\JUnit\src\main\java\org\junit\runner\notification\package-info.java",1,5,0
File,"C:\f1\JUnit\src\main\java\org\junit\runner\package-info.java",1,5,0
File,"C:\f1\JUnit\src\main\java\org\junit\runners\AllTests.java",7,15,2
File,"C:\f1\JUnit\src\main\java\org\junit\runners\BlockJUnit4ClassRunner.java",199,160,39
File,"C:\f1\JUnit\src\main\java\org\junit\runners\JUnit4.java",7,13,2
File,"C:\f1\JUnit\src\main\java\org\junit\runners\Parameterized.java",94,48,19
File,"C:\f1\JUnit\src\main\java\org\junit\runners\ParentRunner.java",204,124,42
File,"C:\f1\JUnit\src\main\java\org\junit\runners\Suite.java",63,53,14
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\FrameworkField.java",39,14,12
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\FrameworkMember.java",13,3,4
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\FrameworkMethod.java",80,48,17
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\InitializationError.java",19,14,6
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\MultipleFailureException.java",31,20,9
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\RunnerBuilder.java",48,45,11
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\RunnerScheduler.java",5,14,2
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\Statement.java",4,10,2
File,"C:\f1\JUnit\src\main\java\org\junit\runners\model\TestClass.java",104,30,19
File,"C:\f1\JUnit\src\main\java\org\junit\runners\package-info.java",1,7,0
File,"C:\f1\JUnit\src\test\java\junit\samples\AllTests.java",15,4,3
File,"C:\f1\JUnit\src\test\java\junit\samples\ListTest.java",54,4,5
File,"C:\f1\JUnit\src\test\java\junit\samples\SimpleTest.java",35,25,7
File,"C:\f1\JUnit\src\test\java\junit\samples\money\IMoney.java",11,33,1
File,"C:\f1\JUnit\src\test\java\junit\samples\money\Money.java",65,11,3
File,"C:\f1\JUnit\src\test\java\junit\samples\money\MoneyBag.java",108,11,5
File,"C:\f1\JUnit\src\test\java\junit\samples\money\MoneyTest.java",123,14,6
File,"C:\f1\JUnit\src\test\java\junit\samples\money\package-info.java",1,3,0
File,"C:\f1\JUnit\src\test\java\junit\samples\package-info.java",0,3,0
File,"C:\f1\JUnit\src\test\java\junit\tests\AllTests.java",15,4,4
File,"C:\f1\JUnit\src\test\java\junit\tests\WasRun.java",9,4,2
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\ActiveTestTest.java",51,3,10
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\AllTests.java",15,5,4
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\ExtensionTest.java",78,4,16
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\RepeatedTestTest.java",50,3,10
File,"C:\f1\JUnit\src\test\java\junit\tests\extensions\package-info.java",1,3,0
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\AllTests.java",22,5,5
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\AssertTest.java",138,17,18
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\ComparisonCompactorTest.java",81,0,21
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\ComparisonFailureTest.java",39,2,6
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\DoublePrecisionAssertTest.java",42,3,10
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\Failure.java",8,4,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\FloatAssertTest.java",49,3,11
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\InheritedTestCase.java",5,3,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NoArgTestCaseTest.java",6,1,3
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NoTestCaseClass.java",5,3,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NoTestCases.java",6,3,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NotPublicTestCase.java",8,3,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\NotVoidTestCase.java",9,3,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\OneTestCase.java",10,3,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\OverrideTestCase.java",6,3,1
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\Success.java",9,4,4
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\SuiteTest.java",94,9,4
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\TestCaseTest.java",169,10,11
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\TestImplementorTest.java",43,3,8
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\TestListenerTest.java",65,3,4
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\ThreeTestCases.java",10,3,2
File,"C:\f1\JUnit\src\test\java\junit\tests\framework\package-info.java",1,3,0
File,"C:\f1\JUnit\src\test\java\junit\tests\package-info.java",1,3,0
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\AllTests.java",21,5,5
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\BaseTestRunnerTest.java",42,1,11
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\StackFilterTest.java",40,0,6
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\TextFeedbackTest.java",91,2,16
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\TextRunnerSingleMethodTest.java",27,3,9
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\TextRunnerTest.java",50,2,10
File,"C:\f1\JUnit\src\test\java\junit\tests\runner\package-info.java",1,3,0
File,"C:\f1\JUnit\src\test\java\org\junit\samples\ListTest.java",63,5,10
File,"C:\f1\JUnit\src\test\java\org\junit\samples\SimpleTest.java",28,5,7
File,"C:\f1\JUnit\src\test\java\org\junit\samples\money\MoneyTest.java",136,14,9
File,"C:\f1\JUnit\src\test\java\org\junit\samples\money\package-info.java",1,6,0
File,"C:\f1\JUnit\src\test\java\org\junit\samples\package-info.java",1,5,0
File,"C:\f1\JUnit\src\test\java\org\junit\tests\AllTests.java",154,2,3
File,"C:\f1\JUnit\src\test\java\org\junit\tests\ObjectContractTest.java",39,0,7
File,"C:\f1\JUnit\src\test\java\org\junit\tests\TestSystem.java",23,0,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\AssertionTest.java",400,10,77
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\BothTest.java",60,0,11
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\EachTest.java",11,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\assertion\MultipleFailureExceptionTest.java",42,6,12
File,"C:\f1\JUnit\src\test\java\org\junit\tests\deprecated\JUnit4ClassRunnerTest.java",43,4,7
File,"C:\f1\JUnit\src\test\java\org\junit\tests\description\AnnotatedDescriptionTest.java",78,0,18
File,"C:\f1\JUnit\src\test\java\org\junit\tests\description\SuiteDescriptionTest.java",29,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\description\TestDescriptionTest.java",9,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\AssumptionTest.java",152,0,25
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\AssumptionViolatedExceptionTest.java",44,0,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\ExperimentalTests.java",25,0,3
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\MatcherTest.java",35,0,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\categories\CategoriesAndParameterizedTest.java",89,0,18
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\categories\CategoryTest.java",206,2,46
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\max\DescriptionTest.java",18,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\max\JUnit38SortingTest.java",43,0,10
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java",247,5,41
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\parallel\ParallelClassTest.java",46,1,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\parallel\ParallelMethodTest.java",39,0,5
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\results\PrintableResultTest.java",43,0,8
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\results\ResultMatchersTest.java",19,0,2
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\BlockJUnit4ClassRunnerOverrideTest.java",79,0,14
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\ClassRulesTest.java",78,6,17
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\ExpectedExceptionRuleTest.java",191,0,41
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\ExternalResourceRuleTest.java",31,0,6
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\MethodRulesTest.java",226,0,49
File,"C:\f1\JUnit\src\test\java\org\junit\tests\experimental\rules\NameRulesTest.java",41,0,9
