Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
Public Class,"examples.Huge_Insert",1,1,1,0,1,1,1,7,0,1,1
Class,"examples.Huge_Insert.main.(Anon_1)",3,1,1,0,1,3,3,2,33,2,1
Class,"examples.Huge_Insert.main.(Anon_2)",1,1,1,0,1,1,1,0,0,2,1
Public Class,"examples.Lazily_Loaded_Records",1,1,1,0,1,1,1,5,0,1,1
Public Class,"examples.Map_Size_Counter",1,1,1,0,1,1,1,5,0,1,1
Public Class,"examples.MultiMap",2,2,2,0,1,1,1,5,0,1,1
Public Class,"examples.Pump_InMemory_Import_Then_Save_To_Disk",2,2,2,0,1,1,1,5,0,1,1
Public Class,"examples.SQL_Auto_Incremental_Unique_Key",1,1,1,0,1,1,1,3,0,1,1
Public Class,"examples.Secondary_Key",1,1,1,0,1,1,1,5,0,1,1
Class,"examples.Secondary_Key.main.(Anon_1)",1,1,1,0,1,1,1,0,0,2,1
Public Class,"examples.Secondary_Map",1,1,1,0,1,1,1,5,0,1,1
Class,"examples.Secondary_Map.main.(Anon_1)",1,1,1,0,1,1,1,0,0,2,1
Public Class,"examples.Transactions",3,3,3,0,1,1,1,4,0,1,1
Public Class,"examples.Transactions2",1,1,1,0,1,1,1,4,0,1,1
Class,"examples.Transactions2.main.(Anon_1)",1,1,1,0,1,1,1,2,0,2,1
Public Class,"examples.TreeMap_Composite_Key",7,7,7,0,1,1,1,5,0,1,1
Public Class,"examples.TreeMap_Performance_Tunning",5,5,5,0,1,1,1,2,0,1,1
Public Class,"examples._HelloWorld",1,1,1,0,1,1,1,3,0,1,1
Public Class,"examples._TempMap",1,1,1,0,1,1,1,2,0,1,1
Package,"org",0,0,0,,,,0,,,,0
Package,"org.mapdb",8449,2,130,,,,2879,,,,54
Public Class,"org.mapdb.AsyncWriteEngine",57,3,12,0,2,38,19,8,82,2,6
Protected Static Class,"org.mapdb.AsyncWriteEngine.WriterRunnable",10,5,9,0,1,2,2,1,0,2,6
TypeVariable,"org.mapdb.AsyncWriteEngine.compareAndSwap.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.AsyncWriteEngine.delete.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.AsyncWriteEngine.get.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.AsyncWriteEngine.put.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.AsyncWriteEngine.update.A",0,0,0,0,1,0,0,0,0,1,0
Public Class,"org.mapdb.AsyncWriteEngineTest",10,2,4,0,2,5,4,5,25,1,1
Class,"org.mapdb.AsyncWriteEngineTest.async_commit.(Anon_2)",2,1,1,0,1,2,2,2,0,2,1
TypeVariable,"org.mapdb.AsyncWriteEngineTest.async_commit.(Anon_2).put.A",0,0,0,0,1,0,0,0,0,1,0
TypeVariable,"org.mapdb.AsyncWriteEngineTest.async_commit.(Anon_2).update.A",0,0,0,0,1,0,0,0,0,1,0
Class,"org.mapdb.AsyncWriteEngineTest.concurrent_updates_test.(for_loop_1).(Anon_1)",2,2,2,0,1,1,1,3,0,2,1
Public Class,"org.mapdb.Atomic",1,1,1,0,1,1,1,0,0,1,1
Public Static Class,"org.mapdb.Atomic.Boolean",8,1,3,0,1,6,6,2,33,1,3
Public Static Class,"org.mapdb.Atomic.Integer",30,1,3,0,2,16,16,2,83,1,3
Public Static Class,"org.mapdb.Atomic.Long",30,1,3,0,2,16,16,2,83,1,3
Public Static Class,"org.mapdb.Atomic.String",8,1,3,0,1,6,6,2,33,1,3
Public Static Generic Class,"org.mapdb.Atomic.Var",9,1,3,0,1,6,6,2,33,1,3
TypeVariable,"org.mapdb.Atomic.Var.E",0,0,0,0,1,0,0,0,0,1,0
Public Class,"org.mapdb.AtomicBooleanTest",7,1,1,0,2,7,7,3,50,1,1
Class,"org.mapdb.AtomicBooleanTest.testCompareAndSetInMultipleThreads.(Anon_1)",2,2,2,0,1,1,1,2,0,2,1
Public Class,"org.mapdb.AtomicIntegerTest",20,1,2,0,2,16,16,3,50,1,1
Class,"org.mapdb.AtomicIntegerTest.testCompareAndSetInMultipleThreads.(Anon_1)",2,2,2,0,1,1,1,2,0,2,1
Public Class,"org.mapdb.AtomicLongTest",21,1,2,0,2,17,17,4,52,1,1
Class,"org.mapdb.AtomicLongTest.testCompareAndSetInMultipleThreads.(Anon_1)",2,2,2,0,1,1,1,2,0,2,1
Public Abstract Generic Class,"org.mapdb.BTreeKeySerializer",13,3,7,7,1,4,4,6,100,1,5
